external_id,question_text,choice_0,choice_1,choice_2,choice_3,correct_index,explanation,type,difficulty,tone,tags,usage_note
TP0261,A: Why did you break up? B: He had too many red ___.,signs,flags,lights,marks,1,「危険信号、付き合うべきではない兆候」のこと。,dating,easy,casual,"Social, Emotion",相手のやばい部分を指す
TP0262,A: I can't stop checking his Instagram. B: Stop ___ him!,looking,watching,stalking,seeing,2,「SNSなどをこっそり監視する」こと。,dating,easy,casual,"Social, Technology",ストーカー行為だけでなく、SNSをこまめにチェックすることも指す
TP0263,A: He's always liking my stories. B: He's dropping ___.,signs,clues,notes,hints,3,「ほのめかす、サインを送る」こと。,dating,medium,casual,Social,直接言わずにアピールする時
TP0264,"A: Are you over your ex? B: Yeah, I'm ready to get back out ___.",there,here,in,out,0,「再び恋愛市場に戻る、出会いを探す」こと。,dating,medium,casual,Social,失恋から立ち直った時
TP0265,A: We matched on Bumble. B: You should make the first ___.,step,move,action,talk,1,「最初のアクションを起こす、アプローチする」こと。,dating,easy,casual,Social,自分から誘う時
TP0266,A: The neighbor's dog is barking again. B: I'm going to give them a piece of my ___.,brain,head,mind,thought,2,「文句を言う、説教する」こと。,casual,medium,rude,Social,怒って意見をぶつける時
TP0267,"A: Did you take out the trash? B: Yes, it's on the ___.",street,road,sidewalk,curb,3,「縁石（ゴミを出す場所）」のこと。,casual,easy,casual,Daily Life,ゴミ収集の日に使われる
TP0268,"A: Can I borrow your lawnmower? B: Sure, knock yourself ___.",out,in,down,up,0,「ご自由にどうぞ、遠慮なく」という意味。,casual,medium,friendly,Social,快く貸し出す時
TP0269,A: The HOA sent another warning. B: They are such a pain in the ___.,back,neck,arm,leg,1,「厄介な存在」のこと。HOAはHomeowners Association（管理組合）。,casual,medium,casual,Social,面倒な相手に対して
TP0270,A: Let's have a block party. B: I'll chip ___ for the food.,out,up,in,down,2,「お金を出し合う、カンパする」こと。,casual,easy,friendly,"Social, Entertainment",費用を分担する時
TP0271,A: The power went out. B: Let's dig ___ the flashlights.,up,in,down,out,3,「探し出す、引っ張り出す」こと。,casual,medium,casual,Daily Life,しまい込んでいたものを取り出す時
TP0272,A: My car broke down in the driveway. B: That's a ___ luck.,tough,bad,hard,rough,0,「不運だね」と同情する表現。,casual,easy,friendly,"Daily Life, Emotion",相手の不幸に寄り添う時
TP0273,A: We're having a garage sale. B: I need to get rid of some ___.,garbage,clutter,trash,waste,1,「ガラクタ、不要品」のこと。,casual,medium,casual,Daily Life,家の中の不用品を指す
TP0274,A: The kids are running through the sprinklers. B: Let them blow off some ___.,air,water,steam,heat,2,「ストレスを発散する、エネルギーを発散する」こと。,casual,medium,friendly,"Daily Life, Social",元気に遊ばせる時
TP0275,A: Can you keep an eye on my house? B: I'll watch it like a ___.,eagle,owl,falcon,hawk,3,「鋭い目で監視する、しっかり見張る」こと。,casual,hard,friendly,Social,留守番を頼まれた時など
TP0276,A: I didn't expect that question. B: It really came out of left ___.,field,court,base,pitch,0,「予想外の、突飛な」という意味。野球由来。,idiom,hard,casual,"Action, Emotion",思いがけない出来事に
TP0277,A: It's your turn to make a decision. B: The ball is in my ___.,field,court,base,pitch,1,「次は自分の番だ、決定権は自分にある」という意味。テニス由来。,idiom,medium,professional,Action,相手に判断を委ねられた時
TP0278,A: We're very close to finishing. B: We're at the one-yard ___.,mark,point,line,spot,2,「目標達成まであと一歩」という意味。アメフト由来。,idiom,hard,professional,"Action, Work",プロジェクトの最終段階で
TP0279,A: He handled the crisis perfectly. B: He really knocked it out of the ___.,field,stadium,court,park,3,「見事にやってのける、大成功する」という意味。野球（ホームラン）由来。,idiom,medium,friendly,"Action, Social",素晴らしい成果を褒める時
TP0280,A: Let's give it our best shot. B: We have to step up to the ___.,plate,base,mound,field,0,「責任を引き受ける、行動を起こす」という意味。野球由来。,idiom,medium,professional,"Action, Work",困難な状況に立ち向かう時
TP0281,A: He completely missed the point. B: He dropped the ___ on that one.,bat,ball,glove,helmet,1,「失敗する、ヘマをする」という意味。スポーツ全般由来。,idiom,medium,casual,Action,ミスを犯した時
TP0282,A: The negotiations are stuck. B: We need to play ___.,softball,baseball,hardball,football,2,「強硬な態度をとる、妥協しない」という意味。野球由来。,idiom,hard,professional,"Action, Work",厳しい交渉をする時
TP0283,A: He's the best programmer here. B: He's a heavy ___.,pitcher,catcher,runner,hitter,3,「有力者、実力者」という意味。野球由来。,idiom,hard,professional,"Action, Social",優秀な人物を指す
TP0284,A: They changed the requirements again. B: They keep moving the ___.,goalposts,bases,nets,lines,0,「ルールや基準を途中で変更する」という意味。サッカー・アメフト由来。,idiom,hard,casual,Action,不公平な変更に不満を持つ時
TP0285,A: We need a backup plan. B: Let's have someone waiting in the ___.,bullpen,wings,dugout,bench,1,「出番を待っている、控えている」という意味。演劇・スポーツ由来。,idiom,hard,professional,Action,代わりの準備をしている時
TP0286,A: I have to study all night. B: Time to hit the ___.,notes,pages,books,papers,2,「猛勉強する」という意味。,idiom,medium,casual,Learning,試験前によく使われる
TP0287,A: He's really annoying. B: He drives me up the ___.,roof,ceiling,door,wall,3,「人をひどくイライラさせる」という意味。,idiom,medium,casual,Social,我慢の限界に近い時
TP0288,A: Let's not argue about the past. B: It's water under the ___.,bridge,road,street,path,0,「過ぎたこと、もう終わったこと」という意味。,idiom,medium,casual,Emotion,過去の揉め事を水に流す時
TP0289,A: I'm feeling a bit sick. B: You look a little under the ___.,rain,weather,clouds,storm,1,「体調が優れない」という意味。,idiom,easy,casual,Health,少し具合が悪い時
TP0290,A: That sounds completely crazy. B: You're pulling my ___.,arm,hair,leg,ear,2,「からかっているんでしょ、冗談でしょ」という意味。,idiom,medium,casual,Emotion,信じられない話を聞いた時
TP0291,A: We'll see what happens. B: Let's cross that bridge when we come to ___.,them,there,here,it,3,「その時になったら考える」という意味。,idiom,medium,casual,Time,先のことを今心配しても仕方ない時
TP0292,A: I'll tell you a secret. B: I'm all ___.,ears,eyes,hands,attention,0,「熱心に聞くよ、聞く耳を持ってるよ」という意味。,idiom,easy,friendly,Communication,相手の話に興味がある時
TP0293,A: He always talks about his plans but does nothing. B: He's all talk and no ___.,walk,action,move,step,1,「口先だけで行動が伴わない」という意味。,idiom,easy,casual,Social,口だけの人を批判する時
TP0294,A: It's very expensive. B: It costs an arm and a ___.,foot,hand,leg,finger,2,「莫大な費用がかかる」という意味。,idiom,medium,casual,Money,値段が高すぎる時
TP0295,A: Let's stop working for today. B: Let's call it a ___.,night,week,month,day,3,「今日はここまでにしよう」という意味。,idiom,easy,casual,Work,作業を切り上げる時
TP0296,"A: Can I get a ride? B: Sure, call ___!",window,back seat,shotgun,front seat,2,助手席に乗ることを「shotgun」と呼びます。,slang,easy,casual,Travel,誰よりも早く助手席を確保したい時に使います。
TP0297,A: Why are we stopping? B: We need to ___ at the next station.,fill out,fill down,fill in,fill up,3,ガソリンを満タンにすることを「fill up」と言います。,idiom,easy,casual,Travel,車のガソリンを入れる際によく使われます。
TP0298,"A: Are we there yet? B: No, just ___ and relax.",strap in,buckle up,belt on,tie up,1,シートベルトを締めることを「buckle up」と言います。,idiom,easy,casual,"Travel, Daily Life",出発する時や危険な状況に備える時に使います。
TP0299,"A: The traffic is terrible! B: Yeah, it's ___ all the way to downtown.",car to car,door to door,bumper to bumper,wheel to wheel,2,渋滞で車が数珠つなぎになっている状態。,idiom,medium,casual,Travel,ひどい渋滞を表現する時によく使われます。
TP0300,A: Did you see that guy? He completely ___ me off!,cut,slice,break,tear,0,車の前に急に割り込むことを「cut someone off」と言います。,idiom,medium,casual,Travel,危険な運転に対して怒っている時によく使われます。
TP0301,A: What happened to your car? B: I got a ___ tire on the highway.,popped,dead,broken,flat,3,パンクしたタイヤを「flat tire」と呼びます。,vocabulary,easy,casual,"Travel, Action",車のトラブルを説明する定番の表現です。
TP0302,A: Are you ready for the road trip? B: Let's ___!,strike the way,punch the path,hit the road,beat the street,2,出発する、旅に出るという意味のイディオム。,idiom,easy,casual,Travel,ドライブや旅行を始める時によく使われます。
TP0303,"A: You're driving too fast! B: Relax, I'm just putting the pedal to the ___.",floor,ground,plastic,metal,3,アクセルを全開にする、スピードを出すという意味。,idiom,medium,casual,Travel,全力で急ぐ時にも比喩的に使われます。
TP0304,"A: We need to go faster! B: Okay, ___ it!",step on,walk on,jump on,run on,0,アクセルを踏む、急ぐという意味。,idiom,easy,casual,Travel,誰かに急ぐよう促す時に使われます。
TP0305,A: My car broke down. B: You should ___ over to the side of the road.,drag,pull,push,slide,1,車を道の端に寄せて止めることを「pull over」と言います。,phrasal_verb,medium,casual,Travel,警察に止められる時にも使われます。
TP0306,A: Are you hungry? B: I could ___ a horse!,feed,ride,cook,eat,3,非常に空腹であることを表す大げさな表現。,idiom,easy,casual,Food,とてもお腹が空いている時に使います。
TP0307,"A: How do you want your eggs? B: ___ side up, please.",Cloudy,Sunny,Rainy,Snowy,1,目玉焼きの片面焼きを「sunny side up」と言います。,vocabulary,easy,casual,Food,朝食を注文する時の定番フレーズです。
TP0308,A: The bill is $50. B: Let's go ___.,French,German,Spanish,Dutch,3,割り勘にすることを「go Dutch」と言います。,idiom,medium,casual,"Food, Money",友人同士で食事代を分ける時によく使われます。
TP0309,"A: Have some more cake! B: No thanks, I'm ___.",stuffed,filled,loaded,packed,0,お腹がいっぱいであることを「stuffed」と言います。,slang,easy,casual,Food,食べ過ぎて苦しい時によく使われます。
TP0310,"A: Let's get some takeout tonight. B: Sounds good, I'm ___ for pizza.",left,right,up,down,3,提案に賛成する、乗り気であることを「down for」と言います。,slang,easy,casual,"Food, Social",食べたいものを提案された時によく使われます。
TP0311,A: Can I have a ___ of your sandwich?,swallow,chew,bite,taste,2,一口もらうことを「have a bite」と言います。,vocabulary,easy,casual,Food,友達の食べ物を少し味見したい時に使います。
TP0312,A: I have a ___ tooth. I love chocolate!,candy,sugar,sweet,cake,2,甘党であることを「have a sweet tooth」と言います。,idiom,easy,casual,Food,甘いものが好きなことを伝える定番の表現です。
TP0313,A: Let's ___ in! The food is getting cold.,fall,dive,jump,dig,3,食べ始めることを「dig in」と言います。,idiom,easy,casual,Food,食事を始める時のカジュアルな掛け声です。
TP0314,A: This soup is ___! It's so good.,earth,fire,wind,water,1,非常に素晴らしい、美味しいことを「fire」と言います。,slang,medium,casual,"Food, Social",若者の間でよく使われる褒め言葉です。
TP0315,A: Do you want dessert? B: I'll ___. I'm on a diet.,pass,drop,miss,skip,0,断ることを「pass」と言います。,vocabulary,easy,casual,"Food, Communication",食べ物や飲み物を丁寧に断る時によく使われます。
TP0316,"A: Can you lend me $20? B: Sorry, I'm ___ right now.",breaking,break,broke,broken,2,お金がない、金欠であることを「broke」と言います。,slang,easy,casual,Money,友達にお金を借りられない時によく使われます。
TP0317,"A: That jacket looks expensive. B: Yeah, it cost an arm and a ___.",hand,foot,finger,leg,3,非常に高価であることを表すイディオム。,idiom,medium,casual,Money,値段が高すぎることに驚いた時などに使われます。
TP0318,A: How much was the concert ticket? B: It was a ___. Only $10!,steal,robbery,crime,theft,0,非常に安い、お買い得であることを「a steal」と言います。,idiom,medium,casual,Money,破格の値段で買い物ができた時に使われます。
TP0319,A: We need to ___ back on our spending.,tear,chop,cut,slice,2,節約する、出費を減らすことを「cut back」と言います。,phrasal_verb,medium,casual,Money,予算を見直す時によく使われます。
TP0320,A: He's making money hand over ___.,thumb,palm,wrist,fist,3,どんどんお金を稼ぐ、大儲けすることを表すイディオム。,idiom,hard,casual,Money,ビジネスが大成功している時などに使われます。
TP0321,A: I can't afford a new car. I'm living paycheck to ___.,paycheck,pocket,wallet,bank,0,ギリギリの生活をしている、給料から給料への生活。,idiom,medium,casual,Money,貯金がなく、生活が苦しいことを表します。
TP0322,"A: Dinner is on me tonight. B: Are you sure? B: Yes, it's my ___.",present,offer,gift,treat,3,自分が奢るということを「my treat」と言います。,vocabulary,easy,casual,"Money, Food",友達に食事をご馳走する時によく使われます。
TP0323,A: I need to ___ up for a new laptop.,hold,store,save,keep,2,お金を貯めることを「save up」と言います。,phrasal_verb,easy,casual,Money,特定の目的のために貯金する時に使われます。
TP0324,"A: He's so rich, he's ___ in money!",rolling,jumping,swimming,running,0,大金持ちであることを「rolling in money」と言います。,idiom,medium,casual,Money,非常に裕福な人を大げさに表現する時に使われます。
TP0325,A: Can you ___ me a few bucks?,dot,mark,point,spot,3,少額のお金を貸すことを「spot」と言います。,slang,medium,casual,Money,友達に少しだけお金を立て替えてもらう時によく使われます。
TP0326,"A: Have you seen the new movie? B: No, no ___ please!",surprises,secrets,spoilers,ruins,2,結末や重要な展開をばらすことを「spoiler」と言います。,vocabulary,easy,casual,Entertainment,まだ見ていない作品のネタバレを防ぐ時によく使われます。
TP0327,"A: I watched the whole season in one weekend. B: Wow, you really ___-watched it!",sprint,binge,dash,marathon,1,イッキ見することを「binge-watch」と言います。,slang,medium,casual,Entertainment,ドラマなどを休まずに見続ける時によく使われます。
TP0328,"A: The concert is sold out! B: Yeah, it's a full ___.",house,building,room,stadium,0,満席であることを「full house」と言います。,idiom,medium,casual,Entertainment,イベントや劇場が満員である時によく使われます。
TP0329,A: That new song is so catchy. It's a total ___!,striker,hitter,banger,smasher,2,素晴らしい曲、ノリの良い曲を「banger」と言います。,slang,medium,casual,Entertainment,特にクラブミュージックやヒップホップでよく使われます。
TP0330,"A: Did you hear the new album? B: Yeah, it ___!",slaps,punches,hits,kicks,0,音楽が最高である、素晴らしいことを「slap」と言います。,slang,medium,casual,Entertainment,若者の間で曲を褒める時によく使われます。
TP0331,A: I can't stop listening to this song. It's on ___ in my head.,loop,repeat,replay,return,1,何度も繰り返されることを「on repeat」と言います。,idiom,easy,casual,Entertainment,お気に入りの曲を何度も聴く時によく使われます。
TP0332,"A: The movie was okay, but the ending fell ___.",short,down,low,flat,3,期待外れに終わることを「fall flat」と言います。,idiom,medium,casual,Entertainment,冗談や演出が滑った時にも使われます。
TP0333,A: She really stole the ___ with her performance.,stage,light,show,scene,2,話題を独占する、主役を食うことを「steal the show」と言います。,idiom,medium,casual,Entertainment,誰かが際立って素晴らしかった時によく使われます。
TP0334,A: I'm a huge ___ of that band.,breeze,air,wind,fan,3,大ファンであることを「huge fan」と言います。,vocabulary,easy,casual,Entertainment,好きなアーティストや作品を伝える時の定番フレーズです。
TP0335,"A: Let's go see a play. B: Sure, I love live ___.",theater,stage,acting,drama,0,演劇や舞台を「live theater」と言います。,vocabulary,easy,casual,Entertainment,映画ではなく生の舞台を見に行く時によく使われます。
TP0336,A: How do you feel about the test? B: I'm ___ out!,panicking,freaking,scaring,terrifying,1,パニックになる、ひどく怯えることを「freak out」と言います。,phrasal_verb,easy,casual,Emotion,驚いたり、パニックになったりした時によく使われます。
TP0337,A: I won the lottery! B: I'm ___ for you!,glad,happy,thrilled,excited,2,非常にワクワクしている、喜んでいることを「thrilled」と言います。,vocabulary,medium,casual,Emotion,とても嬉しいニュースを聞いた時によく使われます。
TP0338,A: He broke my phone! B: You must be ___.,upset,mad,angry,furious,3,激怒していることを「furious」と言います。,vocabulary,medium,casual,Emotion,普通の怒りよりもはるかに強い怒りを表します。
TP0339,A: I failed the exam. B: I'm so ___.,sad,devastated,unhappy,down,1,ひどく落ち込んでいる、打ちのめされていることを「devastated」と言います。,vocabulary,medium,casual,Emotion,非常に悲しい出来事があった時によく使われます。
TP0340,A: I have to give a speech tomorrow. I'm a nervous ___.,wreck,ship,car,boat,0,極度に緊張している状態を「nervous wreck」と言います。,idiom,medium,casual,Emotion,緊張でボロボロになっている時に使われます。
TP0341,A: She was ___ to tears by his kindness.,pulled,touched,pushed,moved,3,感動して涙を流すことを「moved to tears」と言います。,idiom,medium,casual,Emotion,心を打たれて泣いてしまった時によく使われます。
TP0342,A: I can't believe he lied to me. I'm completely ___.,brain-blown,thought-blown,mind-blown,head-blown,2,非常に驚いている、ショックを受けていることを「mind-blown」と言います。,slang,medium,casual,Emotion,信じられないような事実を知った時によく使われます。
TP0343,"A: After the long hike, I was completely ___.",exhausted,tired,sleepy,fatigued,0,極度に疲労していることを「exhausted」と言います。,vocabulary,easy,casual,Emotion,ただ疲れているだけでなく、疲れ切っている時に使われます。
TP0344,"A: When I saw the spider, I jumped out of my ___.",clothes,bones,body,skin,3,非常に驚くことを「jump out of one's skin」と言います。,idiom,medium,casual,Emotion,突然のことにひどくビックリした時によく使われます。
TP0345,A: I'm so ___ to see you again!,pushed,pumped,pulled,pressed,1,非常に興奮している、気合が入っていることを「pumped」と言います。,slang,medium,casual,Emotion,楽しみな予定に向けてワクワクしている時によく使われます。
TP0346,"A: You still down to go?
B: Yeah, I'm ___.",busy,down,late,lost,1,「行く気がある」「乗り気である」という意味。,casual,easy,casual,"Social, Action",誘いに乗る時によく使われます。
TP0347,"A: Can you send me that later?
B: ___.",Bet,Yet,Set,Let,0,「OK」「了解」という意味のスラング。,slang,easy,casual,"Social, Communication",軽い了承の返事として使われます。
TP0348,"A: You want some?
B: Nah, I'm ___.",good,late,lost,stuck,0,「いらない」「大丈夫」と丁寧に断る表現。,casual,easy,casual,Communication,何かを勧められて断る時の定番フレーズです。
TP0349,"A: My bad, I totally forgot.
B: You're ___.",late,good,wrong,done,1,「大丈夫」「気にしてないよ」という意味。,casual,easy,friendly,Emotion,謝罪を受け入れる時によく使われます。
TP0350,"A: This week has been brutal.
B: Yeah, I ___ you.",see,know,feel,watch,2,「わかる」「共感する」という意味。,casual,easy,friendly,"Emotion, Social",相手の苦労や感情に共感する時に使われます。
TP0351,"A: Wanna go out tonight?
B: I'm not really ___ it.",on,at,with,feeling,3,「気が乗らない」という意味。,casual,medium,casual,"Communication, Emotion",誘いをやんわりと断る時に使われます。
TP0352,"A: Long day?
B: Yeah, I'm ___.",wiped,ready,early,open,0,「めっちゃ疲れた」「ヘトヘトだ」という意味。,slang,medium,casual,Emotion,exhaustedのカジュアルな表現です。
TP0353,"A: Still good for tonight?
B: Can we take a rain ___?",look,turn,check,call,2,「また今度にする」「延期する」という意味。,idiom,medium,polite,"Time, Communication",予定を丁寧に延期したい時によく使われます。
TP0354,"A: You still coming?
B: Something came ___.",in,out,up,off,2,「急用が入った」という意味。,phrasal_verb,easy,casual,"Action, Time",予定をキャンセルする際の定番の言い訳です。
TP0355,"A: Who messed up the order?
B: That's on ___.",me,you,them,us,0,「自分の責任だ」という意味。,casual,easy,casual,"Work, Social",自分のミスを認める時に使われます。
TP0356,"A: This place is fire.
B: For ___.",real,sure,once,right,1,「確かに」「ほんとそれ」と強く同意する表現。,slang,easy,casual,Social,相手の意見に完全に同意する時に使われます。
TP0357,"A: She actually apologized.
B: Didn't see that ___.",going,leaving,happening,coming,3,「予想してなかった」「意外だった」という意味。,idiom,medium,casual,"Emotion, Action",思いがけないことが起きた時に使われます。
TP0358,"A: He bailed again.
B: Saw that ___.",early,late,soon,coming,3,「そうなると思った」「予想通りだ」という意味。,idiom,medium,casual,Action,予想通りの結果になった時に使われます。
TP0359,"A: The weather looks awful.
B: Yeah, let's call it ___.",on,in,out,off,3,「中止する」という意味。,phrasal_verb,easy,casual,"Time, Action",予定やイベントを取りやめる時によく使われます。
TP0360,"A: You gonna apply?
B: I'm still on the ___.",edge,fence,line,side,1,「迷っている」「決めかねている」という意味。,idiom,medium,casual,"Action, Emotion",どちらにするか決められない時に使われます。
TP0361,"A: This is the best pizza ever.
B: I wouldn't go that ___.",long,deep,far,high,2,「そこまでは言わない」「言い過ぎだ」という意味。,idiom,medium,casual,Communication,相手の極端な意見をやんわり否定する時に使われます。
TP0362,"A: It might be too expensive.
B: Fair ___.",idea,plan,point,call,2,「それは一理ある」「もっともだ」という意味。,casual,easy,casual,Social,相手の指摘を認める時に使われます。
TP0363,"A: I might just quit.
B: Are you ___?",serious,ready,late,done,0,「本気？」「冗談でしょ？」と確認する表現。,casual,easy,casual,"Emotion, Communication",信じられない発言に対して使われます。
TP0364,"A: He paid for everyone.
B: No ___.",time,way,place,deal,1,「まさか」「信じられない」という意味。,casual,easy,casual,Emotion,驚くべき事実を聞いた時によく使われます。
TP0365,"A: She backed out.
B: Wait, what do you ___?",say,tell,mean,make,2,「どういう意味？」「何の話？」と尋ねる表現。,casual,easy,casual,"Communication, Learning",相手の発言の意図を確認したい時に使われます。
TP0366,"A: It got weird after that.
B: How ___?",come,then,now,so,3,「どういうこと？」「なぜ？」と理由を尋ねる表現。,casual,medium,casual,Communication,相手にもっと詳しく説明してほしい時に使われます。
TP0367,"A: I said we're leaving at 8.
B: Sorry, I didn't ___ that.",make,do,catch,take,2,「聞き取れなかった」という意味。,casual,easy,polite,Communication,相手の言葉を聞き逃した時によく使われます。
TP0368,"A: I missed the whole meeting.
B: What's the ___?",thing,gist,time,place,1,「要点」「ざっくりした内容」という意味。,vocabulary,medium,casual,"Communication, Work",話の要点だけを手短に聞きたい時に使われます。
TP0369,"A: You get what I'm saying?
B: More or ___.",better,worse,again,less,3,「だいたい」「多かれ少なかれ」という意味。,idiom,medium,casual,Communication,完全にではないが、大体理解した時に使われます。
TP0370,"A: You like the new design?
B: Low-key, ___.",no,why,yeah,now,2,「地味にいい」「正直ちょっと好き」という意味。,slang,medium,casual,Communication,密かに、あるいは控えめに肯定する時に使われます。
TP0371,"A: You like it?
B: Not gonna ___, it's pretty good.",say,tell,speak,lie,3,「正直言って」「嘘はつかないけど」という意味。,casual,easy,casual,Communication,本音を言う前置きとしてよく使われます。
TP0372,"A: That was awkward.
B: Yeah, pretty ___.",less,more,close,much,3,「ほぼそう」「かなりそう」と強く同意する表現。,casual,easy,casual,"Social, Communication",相手の意見に「その通りだ」と賛同する時に使われます。
TP0373,"A: Wait, are you serious?
B: Nah, I'm just ___ with you.",talking,messing,waiting,leaving,1,「からかってるだけ」「冗談だよ」という意味。,casual,medium,casual,Emotion,冗談を言った後に種明かしをする時に使われます。
TP0374,"A: I can keep going.
B: Don't overdo ___.",this,that,them,it,3,「無理しすぎるな」という意味。,casual,easy,friendly,Emotion,相手が頑張りすぎている時に気遣う表現です。
TP0375,"A: What if this doesn't work?
B: We'll figure it ___.",in,up,out,off,2,「なんとかする」「解決策を見つける」という意味。,phrasal_verb,easy,casual,Action,困難な状況でも前向きな姿勢を示す時に使われます。
TP0376,"A: This feels risky.
B: Let's think it ___.",out,up,over,through,3,「よく考える」「最後まで考え抜く」という意味。,phrasal_verb,medium,professional,"Learning, Action",慎重に検討する必要がある時に使われます。
TP0377,"A: Can you check my draft?
B: Yeah, I'll look it ___.",up,out,over,through,2,「ざっと確認する」「目を通す」という意味。,phrasal_verb,easy,professional,"Learning, Work",書類などを軽くチェックする時によく使われます。
TP0378,"A: Do you know what that means?
B: I'll look it ___.",out,up,over,through,1,「調べる」「検索する」という意味。,phrasal_verb,easy,casual,Learning,辞書やインターネットで情報を探す時に使われます。
TP0379,"A: Did you find the link?
B: Yeah, I tracked it ___.",up,in,off,down,3,「見つけ出す」「探し出す」という意味。,phrasal_verb,medium,casual,Learning,苦労して何かを見つけた時によく使われます。
TP0380,"A: Sorry, I forgot.
B: It's not a big ___.",job,plan,deal,seat,2,「大したことない」「気にしないで」という意味。,casual,easy,friendly,Emotion,相手の謝罪に対して気にしていないことを伝える表現です。
TP0381,"A: I totally blanked.
B: It happens ___.",never,early,later,sometimes,3,「よくあるよ」「仕方ないよ」という意味。,casual,easy,friendly,"Emotion, Action",ミスをした相手を慰める時によく使われます。
TP0382,"A: That was kinda awkward.
B: Yeah, but ___.",whatever,whenever,wherever,whoever,0,「まあいいか」「どうでもいい」という意味。,casual,easy,casual,"Emotion, Action",気にするのをやめて次に進む時に使われます。
TP0383,"A: Anyway, let's get back to the ___.",room,line,point,seat,2,「本題に戻る」という意味。,casual,medium,professional,"Social, Work",話が脱線した後に元に戻す時によく使われます。
TP0384,"A: Did you bring your ID?
B: Oh, good ___.",time,place,seat,call,3,「よく気づいた」「いい判断だ」という意味。,casual,easy,casual,"Social, Action",相手の適切な指摘や行動を褒める時に使われます。
TP0385,"A: Should we leave now or later?
B: Your ___.",time,place,turn,call,3,「君に任せる」「君が決めて」という意味。,casual,easy,casual,Action,決定権を相手に委ねる時によく使われます。
TP0386,"A: I'll ask him and see.
B: Keep me ___.",ready,late,done,posted,3,「進捗を教えて」「最新情報を知らせて」という意味。,idiom,easy,professional,Communication,状況が変わったら連絡してほしい時に使われます。
TP0387,"A: Well, that got quiet.
B: Yeah, awkward ___.",timing,silence,weather,meeting,1,「気まずい沈黙」という意味。,vocabulary,easy,casual,"Description, Social",会話が途切れて変な空気になった時に使われます。
TP0388,"A: I should probably head out.
B: Yeah, no ___.",rush,chair,window,worries,3,「大丈夫」「気にしないで」という意味。,casual,easy,friendly,"Emotion, Social",相手が帰る時などに気遣う表現として使われます。
TP0389,"A: How was the party?
B: It was ___.",bad,late,lit,lost,2,「最高」「めっちゃ楽しい」という意味のスラング。,slang,easy,casual,"Entertainment, Social",イベントやパーティーが盛り上がった時に使われます。
TP0390,"A: Did you tell her?
B: No, but I think she's onto ___.",me,you,them,us,3,「私たちのことに気づいている」「ばれている」という意味。,idiom,medium,casual,"Description, Action",秘密が相手にバレそうになっている時に使われます。
TP0391,"A: He keeps interrupting me.
B: That's so ___.",funny,annoying,good,weird,1,「イライラする」「うざい」という意味。,vocabulary,easy,casual,"Social, Emotion",不快なことや迷惑な行動に対して使われます。
TP0392,"A: I'm freaking out!
B: Hey, just chill ___.",out,in,up,off,0,「落ち着く」「リラックスする」という意味。,phrasal_verb,easy,casual,Emotion,パニックになっている人をなだめる時によく使われます。
TP0393,"A: I won the lottery!
B: For ___?",sure,now,real,good,2,「まじで？」「本当に？」という意味。,casual,easy,casual,"Emotion, Communication",信じられない話を聞いて確認する時に使われます。
TP0394,"A: He hasn't replied in a week.
B: Looks like you got ___.",lost,left,ghosted,dropped,2,「連絡を無視される」「音信不通にされる」という意味。,slang,medium,casual,"Social, Communication",急に連絡が取れなくなった時によく使われます。
TP0395,"A: I'm free this weekend.
B: Cool, ___.",hit me up,call me up,get me up,take me up,0,「連絡して」という意味のスラング。,slang,easy,casual,"Social, Action",後で連絡を取り合うことを約束する時に使われます。
TP0396,"A: I can't believe they fired him over that.
B: Yeah, it seems like a total ___.",foot-tap reaction,hand-wave reaction,eye-blink reaction,knee-jerk reaction,3,熟慮せずに感情的にすぐ反応すること。,idiom,hard,casual,"Emotion, Work",衝動的な決定に対して使われます。
TP0397,"A: The project is completely ruined.
B: We need to do damage ___.",repair,control,fix,check,1,悪化した状況の被害を最小限に抑えること。,idiom,hard,professional,"Work, Action",危機管理の文脈でよく使われます。
TP0398,"A: She completely ignored my advice.
B: She's always been ___.",light-headed,thick-headed,soft-headed,hard-headed,3,頑固で他人の意見を聞かないこと。,vocabulary,hard,casual,"Emotion, Description",頑固な人に対して否定的なニュアンスで使われます。
TP0399,"A: Are you sure this is a good idea?
B: I'm just playing ___.",saint's advocate,god's advocate,devil's advocate,angel's advocate,2,議論を深めるために、あえて反対意見を述べること。,idiom,hard,professional,"Communication, Work",会議などで別の視点を提供する時に使われます。
TP0400,"A: We've been working on this for 12 hours.
B: Let's call it a ___.",day,shift,night,time,0,その日の仕事を終わりにすること。,idiom,hard,casual,"Work, Time",長時間の作業を切り上げる時によく使われます。
TP0401,"A: The CEO's speech was full of empty promises.
B: Just a lot of ___.",warm breeze,cool draft,cold wind,hot air,3,中身のない言葉や自慢話。,idiom,hard,casual,"Communication, Social",信用できない発言に対して使われます。
TP0402,"A: He always takes credit for my work.
B: That's so ___.",backhanded,forehanded,overhanded,underhanded,3,卑劣な、または不正なやり方。,vocabulary,hard,casual,"Work, Emotion",陰険な行動に対して使われます。
TP0403,"A: We need to finish this by tomorrow.
B: It's going to go down to the ___.",string,wire,thread,line,1,期限ギリギリまで結果がわからない、または作業が続くこと。,idiom,hard,casual,"Time, Work",締め切り直前の緊迫した状況で使われます。
